directory,subdirectory,filename,speaker_id,session_id,utterance_id,transcription,recording_corrupt,comment_transcriptionist,length_sec,recording_id,recording_startpos_sec
sm1,sm1_05,sm1_05_082,sm1,5,82,sabena seven eight one six turn left by one five degrees ,0,,3.69768750,051_0082,1848.0833125
sm1,sm1_05,sm1_05_083,sm1,5,83,air malta zero zero four contact rhein one two seven decimal three seven ,0,,3.61778125,051_0083,1859.84115625
sm1,sm1_05,sm1_05_084,sm1,5,84,jet set one four two nine contact rhein one two seven decimal three seven ,0,,3.83240625,051_0084,1879.70003125
sm1,sm1_05,sm1_05_085,sm1,5,85,german air force five eight five contact rhein radar one two seven decimal three seven good bye ,0,,4.64287500,051_0085,1908.80775
sm1,sm1_05,sm1_05_086,sm1,5,86,alitalia four zero one maintain your present heading and climb flight level three three zero ,0,,6.51462500,051_0086,1942.49553125
sm1,sm1_05,sm1_05_087,sm1,5,87,sabena seven eight one six direct to gotil ,0,,3.07046875,051_0087,1965.05625
sm1,sm1_05,sm1_05_088,sm1,5,88,britannia triple two alfa rhein radar identified ,0,,2.96525000,051_0088,1993.40646875
sm1,sm1_05,sm1_05_089,sm1,5,89,sabena eight three two contact rhein one two seven decimal three seven ,0,,4.42706250,051_0089,2010.428625
sm1,sm1_05,sm1_05_090,sm1,5,90,sabena seven eight one six for separation climb flight level three two zero ,0,,3.90378125,051_0090,2035.893
sm1,sm1_05,sm1_05_091,sm1,5,91,~k ~l ~m two six four turn left to ah nattenheim ,0,,4.60768750,051_0091,2044.97871875
sm1,sm1_05,sm1_05_092,sm1,5,92,aero lloyd five nine zero contact zurich one three four decimal six ,0,,4.31784375,051_0092,2059.07284375
sm1,sm1_05,sm1_05_093,sm1,5,93,~p ~s ~a five zero two hotel rhein radar identified ,0,,3.14381250,051_0093,2105.6905625
sm1,sm1_05,sm1_05_094,sm1,5,94,lufthansa four four one six rhein radar identified left by ten degrees call you back for higher ,0,,5.28387500,051_0094,2116.24190625
sm1,sm1_05,sm1_05_095,sm1,5,95,alitalia four zero one turn right heading one eight zero ,0,,3.24553125,051_0095,2125.735125
sm1,sm1_05,sm1_05_096,sm1,5,96,sabena seven eight one six contact rhein one two seven three seven ,0,,4.76909375,051_0096,2133.23553125
sm1,sm1_05,sm1_05_097,sm1,5,97,~k ~l ~m two six four rhein radar one two seven decimal three seven ,0,,4.02468750,051_0097,2140.54265625
sm1,sm1_05,sm1_05_098,sm1,5,98,alitalia four zero one proceed direct trasadingen ,0,,3.40521875,051_0098,2192.71759375
sm1,sm1_05,sm1_05_099,sm1,5,99,lufthansa four six five two contact zurich one three four decimal six ,0,,4.27984375,051_0099,2200.34134375
sm1,sm1_05,sm1_05_100,sm1,5,100,hapag lloyd three five five one rhein radar identified ,0,,3.78800000,051_0100,2220.41678125
sm1,sm1_05,sm1_05_101,sm1,5,101,singa one one two rhein radar identified ,0,,3.20306250,051_0101,2234.90496875
sm1,sm1_05,sm1_05_102,sm1,5,102,~p ~s ~a five two six hotel climb flight level three four zero ,0,,6.25084375,051_0102,2244.215625
sm1,sm1_05,sm1_05_103,sm1,5,103,singa one one two turn right by one five degrees ,0,,3.46343750,051_0103,2254.0425
sm1,sm1_05,sm1_05_104,sm1,5,104,[EMPTY] ,0,,0.92915625,051_0104,2264.34953125
sm1,sm1_05,sm1_05_105,sm1,5,105,~p ~s ~a five two six hotel set course to kempten ,0,,3.11478125,051_0105,2266.00978125
sm1,sm1_05,sm1_05_106,sm1,5,106,netherlands three five rhein radar identified ,0,,3.50646875,051_0106,2284.08678125
sm1,sm1_05,sm1_05_107,sm1,5,107,alitalia four eight seven rhein radar identified ,0,,4.01659375,051_0107,2294.8844375
sm1,sm1_05,sm1_05_108,sm1,5,108,india mike lima lima rhein identified ,0,,2.02500000,051_0108,2331.87178125
sm1,sm1_05,sm1_05_109,sm1,5,109,lufthansa four four one six set course to trasadingen and climb to flight level two nine zero ,0,,5.48403125,051_0109,2335.02871875
sm1,sm1_05,sm1_05_110,sm1,5,110,four four one six is cleared flight level two nine zero ,0,,3.13340625,051_0110,2347.709
sm1,sm1_05,sm1_05_111,sm1,5,111,singa one one two for separation descend flight level three one zero ,0,,4.84403125,051_0111,2365.03915625
sm1,sm1_05,sm1_05_112,sm1,5,112,~p ~s ~a five two six hotel contact rhein one three two decimal four ,0,,3.61506250,051_0112,2372.80665625
sm1,sm1_05,sm1_05_113,sm1,5,113,netherlands air force four one four contact zurich one three four decimal six ,0,,4.06981250,051_0113,2386.495625
sm1,sm1_05,sm1_05_114,sm1,5,114,alitalia four eight five zurich radar one three three decimal four ,0,,3.73671875,051_0114,2393.32
sm1,sm1_05,sm1_05_115,sm1,5,115,alitalia four zero one zurich one three four decimal six ,0,,3.64646875,051_0115,2400.226625
sm1,sm1_05,sm1_05_116,sm1,5,116,singa one one two left turn to november tango mike ,0,,3.07375000,051_0116,2406.73496875
sm1,sm1_05,sm1_05_117,sm1,5,117,speedbird one two four rhein radar identified ,0,,2.96568750,051_0117,2419.813375
sm1,sm1_05,sm1_05_118,sm1,5,118,britannia triple two alfa contact rhein one three two decimal four ,0,,3.61953125,051_0118,2451.74278125
sm1,sm1_05,sm1_05_119,sm1,5,119,~p ~s ~a five zero two hotel contact rhein one three two decimal four ,0,,3.68790625,051_0119,2547.12525
sm1,sm1_05,sm1_05_120,sm1,5,120,oscar hotel india rhein radar identified ah confirm on course to karlsruhe ,0,,6.29168750,051_0120,2584.96634375
sm1,sm1_05,sm1_05_121,sm1,5,121,that's quite correct ,0,,1.38134375,051_0121,2596.3975
sm1,sm1_05,sm1_05_122,sm1,5,122,singa one one two contact rhein one two seven decimal three seven good bye ,0,,4.62918750,051_0122,2601.41671875
sm1,sm1_05,sm1_05_123,sm1,5,123,europa three six three rhein radar you're identified ,0,,3.92306250,051_0123,2630.31753125
sm1,sm1_05,sm1_05_124,sm1,5,124,turkish five one five rhein radar identified ,0,,3.32353125,051_0124,2673.7015625
sm1,sm1_05,sm1_05_125,sm1,5,125,lufthansa three five five six are you calling ,0,,2.36984375,051_0125,2690.7989375
sm1,sm1_05,sm1_05_126,sm1,5,126,luha three five five six rhein radar identified turn left ten degrees climb flight level two nine zero ,0,,5.32621875,051_0126,2698.75903125
sm1,sm1_05,sm1_05_127,sm1,5,127,speedbird ah one two f= four contact rhein one two seven three seven ,0,,7.33737500,051_0127,2710.94628125
sm1,sm1_05,sm1_05_128,sm1,5,128,lufthansa four four one six contact zurich radar one three four decimal six ,0,,4.20240625,051_0128,2722.441
sm1,sm1_05,sm1_05_129,sm1,5,129,britannia two three six alfa rhein radar identified ,0,,3.30237500,051_0129,2736.88509375
sm1,sm1_05,sm1_05_130,sm1,5,130,sabena nine three six nine rhein radar identified ,0,,3.78906250,051_0130,2747.18603125
sm1,sm1_05,sm1_05_131,sm1,5,131,[FRAGMENT] ,0,,0.94625000,051_0131,2790.0604375
sm1,sm1_05,sm1_05_132,sm1,5,132,midland seven two zero rhein radar identified ,0,,3.84806250,051_0132,2809.748375
sm1,sm1_05,sm1_05_133,sm1,5,133,lufthansa three five five six turn right to trasadingen ,0,,3.22628125,051_0133,2820.5339375
sm1,sm1_05,sm1_05_134,sm1,5,134,turkish five one five contact rhein one two seven decimal three seven ,0,,3.96562500,051_0134,2838.62028125
sm1,sm1_05,sm1_05_135,sm1,5,135,hapag lloyd three five five one contact zurich one three three decimal four ,0,,3.92381250,051_0135,2845.4519375
sm1,sm1_05,sm1_05_136,sm1,5,136,europa three six three proceed direct to frankfurt ,0,,3.56490625,051_0136,2883.3933125
sm1,sm1_05,sm1_05_137,sm1,5,137,alitalia one four nine rhein radar identified ,0,,2.88621875,051_0137,2900.08996875
sm1,sm1_05,sm1_05_138,sm1,5,138,netherlands air force three five contact rhein radar on one three two decimal four ,0,,4.41440625,051_0138,2916.7334375
sm1,sm1_05,sm1_05_139,sm1,5,139,yeah ,0,,0.14068750,051_0139,2928.02021875
sm1,sm1_05,sm1_05_140,sm1,5,140,station calling say again ,0,,1.24550000,051_0140,2963.448875
sm1,sm1_05,sm1_05_141,sm1,5,141,sabena eight zero one rhein radar identified ,0,,2.56350000,051_0141,2970.807
sm1,sm1_05,sm1_05_142,sm1,5,142,alitalia two nine two rhein radar identified ,0,,3.23196875,051_0142,2990.10021875
sm1,sm1_05,sm1_05_143,sm1,5,143,delta india charlie papa alfa contact milano one three four decimal five two ,0,,4.14762500,051_0143,2996.81671875
sm1,sm1_05,sm1_05_144,sm1,5,144,alitalia four eight seven zurich radar one three four decimal six ,0,,3.93925000,051_0144,3007.47409375
sm1,sm1_05,sm1_05_145,sm1,5,145,oscar hotel india contact rhein one three two decimal four ,0,,4.03175000,051_0145,3045.7385
sm1,sm1_05,sm1_05_146,sm1,5,146,alitalia one four nine turn right to trasadingen ,0,,2.72550000,051_0146,3114.135625
sm1,sm1_05,sm1_05_147,sm1,5,147,midland seven two zero contact rhein one two seven decimal three seven ,0,,3.40668750,051_0147,3138.24653125
sm1,sm1_05,sm1_05_148,sm1,5,148,yeah rhein radar one two seven three seven ,0,,3.04993750,051_0148,3146.92878125
sm1,sm1_05,sm1_05_149,sm1,5,149,sabena eight zero one right turn to trasadingen ,0,,2.50656250,051_0149,3199.86421875
sm1,sm1_05,sm1_05_150,sm1,5,150,lufthansa three five five six contact zurich one three four decimal six ,0,,4.14412500,051_0150,3209.955875
sm1,sm1_05,sm1_05_151,sm1,5,151,[EMPTY] ,0,,5.05400000,051_0151,3231.4148125
sm1,sm1_05,sm1_05_152,sm1,5,152,alitalia one five seven rhein radar identified ,0,,3.32009375,051_0152,3273.08859375
sm1,sm1_05,sm1_05_153,sm1,5,153,speedbird one two two rhein identified ,0,,2.29371875,051_0153,3305.16228125
sm1,sm1_05,sm1_05_154,sm1,5,154,europa three six three contact rhein one two seven three seven ,0,,5.03550000,051_0154,3313.0405625
sm1,sm1_05,sm1_05_155,sm1,5,155,britannia two three six alfa contact zurich one three three decimal four ,0,,4.26887500,051_0155,3327.23946875
sm1,sm1_05,sm1_05_156,sm1,5,156,lufthansa three six three eight rhein radar do you read ,0,,2.81556250,051_0156,3387.39690625
sm1,sm1_05,sm1_05_157,sm1,5,157,roger you are identified climb flight level three hundred ,0,,3.44934375,051_0157,3396.34040625
sm1,sm1_05,sm1_05_158,sm1,5,158,co= ,0,,0.50784375,051_0158,3411.84759375
sm1,sm1_05,sm1_05_159,sm1,5,159,condor two one eight rhein radar identified ,0,,2.58425000,051_0159,3414.0241875
sm1,sm1_05,sm1_05_160,sm1,5,160,swissair seven eight three romeo rhein radar identified ,0,,3.82487500,051_0160,3432.92534375
sm1,sm1_05,sm1_05_161,sm1,5,161,alitalia four one three identified climb flight level two five zero ,0,,3.72978125,051_0161,3452.51328125
sm1,sm1_05,sm1_05_162,sm1,5,162,delta india mike lima lima milano one three four five two ,0,,3.61243750,051_0162,3463.3446875
sm1,sm1_05,sm1_05_163,sm1,5,163,sabena nine three six nine zurich one three four decimal six ,0,,4.08303125,051_0163,3470.1859375
sm1,sm1_05,sm1_05_164,sm1,5,164,alitalia two nine two rhein one two seven decimal three seven ,0,,4.42693750,051_0164,3481.030125
sm1,sm1_05,sm1_05_165,sm1,5,165,speedbird one two two rhein radar one two seven three seven ,0,,3.18284375,051_0165,3488.81396875
sm1,sm1_05,sm1_05_166,sm1,5,166,jet set four nine seven rhein radar identified ,0,,3.27043750,051_0166,3506.58028125
sm1,sm1_05,sm1_05_167,sm1,5,167,alitalia one four nine zurich one three four decimal six ,0,,3.92512500,051_0167,3574.1216875
sm1,sm1_05,sm1_05_168,sm1,5,168,sabena eight zero one zurich one three four six ,0,,2.93246875,051_0168,3583.24053125
sm1,sm1_05,sm1_05_169,sm1,5,169,hapag lloyd one three seven rhein radar identified ,0,,3.12146875,051_0169,3607.18571875
sm1,sm1_05,sm1_05_170,sm1,5,170,jet set four nine seven rhein radar one two seven decimal three seven ,0,,3.93009375,051_0170,3715.1970625
sm1,sm1_05,sm1_05_171,sm1,5,171,lufthansa three six three eight zurich radar one three four decimal six ,0,,3.82881250,051_0171,3730.23575
sm1,sm1_05,sm1_05_172,sm1,5,172,zurich radar one three four decimal six ,0,,2.61868750,051_0172,3738.57640625
sm1,sm1_05,sm1_05_173,sm1,5,173,alitalia one five seven zurich radar one three four decimal six ,0,,3.93462500,051_0173,3742.3481875
sm1,sm1_05,sm1_05_174,sm1,5,174,<OT> thank you have a nice evening </OT> ,0,,3.76518750,051_0174,3756.76428125
sm2,sm2_07,sm2_07_001,sm2,7,1,german air force four one four contact zurich one three three decimal four ,0,,3.89800000,051_0175,3871.60065625
sm2,sm2_07,sm2_07_002,sm2,7,2,delta echo bravo contact zurich one three four decimal six ,0,,3.36921875,051_0176,3879.0589375
sm2,sm2_07,sm2_07_003,sm2,7,3,bye ,0,,0.44925000,051_0177,3885.15415625
sm2,sm2_07,sm2_07_004,sm2,7,4,@bama one five turn now right direct to zulu uniform echo ,0,,3.26281250,051_0178,3887.29128125
sm2,sm2_07,sm2_07_005,sm2,7,5,sobelair two five two one climb now to flight level three three zero ,0,,3.28868750,051_0179,3972.66184375
sm2,sm2_07,sm2_07_006,sm2,7,6,air berlin five two five five is identified proceed direct to fox fox mike ,0,,4.55465625,051_0180,3990.3425
sm2,sm2_07,sm2_07_007,sm2,7,7,[EMPTY] ,0,,0.51784375,051_0181,4002.5953125
sm2,sm2_07,sm2_07_008,sm2,7,8,air berlin five two five five climb to flight level three two zero ,0,,5.14075000,051_0182,4005.07959375
sm2,sm2_07,sm2_07_009,sm2,7,9,expect higher in one minute i'll call you back ,0,,2.01203125,051_0183,4069.75128125
sm2,sm2_07,sm2_07_010,sm2,7,10,air berlin five two five five climb now flight level three four zero ,0,,3.95281250,051_0184,4089.1448125
sm2,sm2_07,sm2_07_011,sm2,7,11,alitalia two seven four is identified ,0,,2.31393750,051_0185,4099.80790625
sm2,sm2_07,sm2_07_012,sm2,7,12,tarom three seven two is identified ,0,,1.85293750,051_0186,4107.89059375
sm2,sm2_07,sm2_07_013,sm2,7,13,sobelair two five two one contact rhein radar one three two decimal four ,0,,3.42137500,051_0187,4114.8689375
sm2,sm2_07,sm2_07_014,sm2,7,14,lufthansa four four zero eight contact zurich one three four decimal six ,0,,3.62509375,051_0188,4317.4156875
sm2,sm2_07,sm2_07_015,sm2,7,15,@bama one five likewise zurich one three four decimal six good bye ,0,,3.33650000,051_0189,4323.7249375
sm2,sm2_07,sm2_07_016,sm2,7,16,alitalia two seven four contact rhein one two seven decimal three seven ,0,,4.17371875,051_0190,4330.2745625
sm2,sm2_07,sm2_07_017,sm2,7,17,jat two seven three is identified good afternoon ,0,,2.42440625,051_0191,4402.41675
sm2,sm2_07,sm2_07_018,sm2,7,18,swissair eight zero six is identified report your heading ,0,,2.84040625,051_0192,4410.5264375
sm2,sm2_07,sm2_07_019,sm2,7,19,swissair eight zero six turn right heading three one zero ,0,,3.44071875,051_0193,4416.23809375
sm2,sm2_07,sm2_07_020,sm2,7,20,swissair nine three six zero is identified proceed direct to gotil golf oscar tango india lima ,0,,6.79915625,051_0194,4428.1358125
sm2,sm2_07,sm2_07_021,sm2,7,21,lufthansa three five six six is identified proceed to trasadingen climb to flight level two nine zero ,0,,6.74125000,051_0195,4450.1941875
sm2,sm2_07,sm2_07_022,sm2,7,22,swissair eight zero six climb now to flight level three four zero ,0,,4.06103125,051_0196,4461.38403125
sm2,sm2_07,sm2_07_023,sm2,7,23,ah swissair eight zero six i have level three f= ah stand by the swissair nine three six zero is requesting higher ,0,,7.46896875,051_0197,4518.65459375
sm2,sm2_07,sm2_07_024,sm2,7,24,i'll call you back ,0,,1.10284375,051_0198,4528.8609375
sm2,sm2_07,sm2_07_025,sm2,7,25,sabena eight three zero is identified ,0,,2.25753125,051_0199,4538.32159375
sm2,sm2_07,sm2_07_026,sm2,7,26,hapag lloyd one one two is identified proceed direct to frankfurt ,0,,4.27318750,051_0200,4546.7646875
sm2,sm2_07,sm2_07_027,sm2,7,27,swissair eight zero six proceed now own navigation to nattenheim ,0,,3.94659375,051_0201,4570.743125
sm2,sm2_07,sm2_07_028,sm2,7,28,and swissair eight zero six contact rhein radar one two seven decimal three seven ,0,,3.95775000,051_0202,4579.792875
sm2,sm2_07,sm2_07_029,sm2,7,29,lufthansa three six zero four is identified proceed to trasadingen and climb to flight level two nine zero ,0,,5.72809375,051_0203,4592.702
sm2,sm2_07,sm2_07_030,sm2,7,30,britannia three two seven alfa is identified ,0,,2.10768750,051_0204,4612.8536875
sm2,sm2_07,sm2_07_031,sm2,7,31,lufthansa three five six six continue climb to flight level three one zero ,0,,4.22081250,051_0205,4623.12865625
sm2,sm2_07,sm2_07_032,sm2,7,32,airals one zero eight eight contact rhein radar one two seven decimal three seven ,0,,3.63575000,051_0206,4633.108
sm2,sm2_07,sm2_07_033,sm2,7,33,[EMPTY] ,0,,0.23334375,051_0207,4641.2609375
sm2,sm2_07,sm2_07_034,sm2,7,34,swissair nine three six zero climb to flight level three three zero expect higher in two minutes ,0,,5.78634375,051_0208,4650.39971875
sm2,sm2_07,sm2_07_035,sm2,7,35,tarom three seven two contact rhein radar one three two decimal four ,0,,4.11681250,051_0209,4674.60071875
sm2,sm2_07,sm2_07_036,sm2,7,36,alitalia six four seven four identified proceed direct to fox fox mike ,0,,6.38168750,051_0210,4686.2574375
sm2,sm2_07,sm2_07_037,sm2,7,37,~k ~l ~m three four six is identified report your heading ,0,,3.92737500,051_0211,4700.9498125
sm2,sm2_07,sm2_07_038,sm2,7,38,roger ~k ~l ~m three four six maintain heading three five two ,0,,4.15993750,051_0212,4706.769875
sm2,sm2_07,sm2_07_039,sm2,7,39,air berlin five two five five contact rhein radar one two seven decimal three seven ,0,,4.02025000,051_0213,4715.94296875
sm2,sm2_07,sm2_07_040,sm2,7,40,swissair nine three six zero climb now to flight level three four zero ,0,,4.07287500,051_0214,4787.83421875
sm2,sm2_07,sm2_07_041,sm2,7,41,affirm swissair nine three six zero contact rhein radar one two seven decimal three seven ,0,,5.37578125,051_0215,4794.557375
sm2,sm2_07,sm2_07_042,sm2,7,42,speedbird one two nine identified ,0,,3.94681250,051_0216,4807.65634375
sm2,sm2_07,sm2_07_043,sm2,7,43,lufthansa four two zero seven is identified ,0,,3.47743750,051_0217,4817.59203125
sm2,sm2_07,sm2_07_044,sm2,7,44,lufthansa five two three six is identified proceed direct to november tango mike ,0,,6.54371875,051_0218,4826.40121875
sm2,sm2_07,sm2_07_045,sm2,7,45,yeah two seven three contact rhein radar one three two decimal four ,0,,3.40650000,051_0219,4836.8306875
sm2,sm2_07,sm2_07_046,sm2,7,46,affirm ,0,,0.66706250,051_0220,4844.92484375
sm2,sm2_07,sm2_07_047,sm2,7,47,lufthansa four seven zero zero is identified proceed to trasadingen climb to flight level two nine zero ,0,,6.08128125,051_0221,4851.08715625
sm2,sm2_07,sm2_07_048,sm2,7,48,~k ~l ~m three four six climb to flight level three two zero maintain heading ,0,,3.63259375,051_0222,4900.403125
sm2,sm2_07,sm2_07_049,sm2,7,49,affirm ,0,,0.71900000,051_0223,4911.79778125
sm2,sm2_07,sm2_07_050,sm2,7,50,@indialook identified proceed to trasadingen climb flight level two nine zero ,0,,5.74956250,051_0224,4937.773375
sm2,sm2_07,sm2_07_051,sm2,7,51,sabena eight three zero proceed now to gotil golf oscar tango india lima ,0,,5.98896875,051_0225,4946.75675
sm2,sm2_07,sm2_07_052,sm2,7,52,britannia three two seven alfa turn right to kempten kilo papa tango ,0,,3.71625000,051_0226,4955.62259375
sm2,sm2_07,sm2_07_053,sm2,7,53,golf bravo victor juliett india is identified good afternoon ,0,,3.43971875,051_0227,4969.39940625
sm2,sm2_07,sm2_07_054,sm2,7,54,lufthansa three five six six contact zurich one three four decimal six ,0,,3.78215625,051_0228,4975.50621875
sm2,sm2_07,sm2_07_055,sm2,7,55,britannia three two seven alfa contact rhein radar one three two decimal four ,0,,5.51734375,051_0229,4993.8429375
sm2,sm2_07,sm2_07_056,sm2,7,56,@indialook continue climb to flight level three one zero ,0,,3.80481250,051_0230,5022.626375
sm2,sm2_07,sm2_07_057,sm2,7,57,who was that please ,0,,1.01625000,051_0231,5037.01115625
sm2,sm2_07,sm2_07_058,sm2,7,58,ah lufthansa four seven zero zero expect higher later with zurich ,0,,5.16881250,051_0232,5041.52115625
sm2,sm2_07,sm2_07_059,sm2,7,59,sabena eight three zero contact rhein radar one two seven decimal three seven ,0,,3.92287500,051_0233,5049.3161875
sm2,sm2_07,sm2_07_060,sm2,7,60,@indialook continue climb to flight level three three zero ,0,,4.18634375,051_0234,5062.092875
sm2,sm2_07,sm2_07_061,sm2,7,61,affirm @indialook report rate of climb ,0,,2.91134375,051_0235,5068.67396875
sm2,sm2_07,sm2_07_062,sm2,7,62,roger maintain that ,0,,1.01828125,051_0236,5075.28559375
sm2,sm2_07,sm2_07_063,sm2,7,63,lufthansa five two three six contact rhein radar one two seven decimal three seven ,0,,5.75337500,051_0237,5111.99325
sm2,sm2_07,sm2_07_064,sm2,7,64,lufthansa four two zero seven turn now left to delta kilo bravo ,0,,3.26346875,051_0238,5120.944375
sm2,sm2_07,sm2_07_065,sm2,7,65,lufthansa three six zero four contact zurich one three four decimal six ,0,,4.22743750,051_0239,5134.327125
sm2,sm2_07,sm2_07_066,sm2,7,66,saudia one zero six good afternoon identified ,0,,3.56559375,051_0240,5150.41734375
sm2,sm2_07,sm2_07_067,sm2,7,67,@indialook expect higher after kilo romeo hotel i'll call you back ,0,,3.27912500,051_0241,5162.2469375
sm2,sm2_07,sm2_07_068,sm2,7,68,speedbird one two nine contact rhein radar one three two decimal four ,0,,3.66037500,051_0242,5202.5938125
sm2,sm2_07,sm2_07_069,sm2,7,69,hapag lloyd one one two contact rhein radar one two seven decimal three seven ,0,,4.08793750,051_0243,5231.98203125
sm2,sm2_07,sm2_07_070,sm2,7,70,golf juliett india turn right to herbi intersection ,0,,3.79643750,051_0244,5241.6558125
sm2,sm2_07,sm2_07_071,sm2,7,71,lufthansa four two zero seven descend now to flight level three three zero ,0,,3.74859375,051_0245,5270.428875
sm2,sm2_07,sm2_07_072,sm2,7,72,lufthansa three five five zero is identified climb flight level two five zero proceed direct to trasadingen ,0,,6.19190625,051_0246,5324.68709375
sm2,sm2_07,sm2_07_073,sm2,7,73,lufthansa four two zero nine is identified ,0,,3.06534375,051_0247,5353.133375
sm2,sm2_07,sm2_07_074,sm2,7,74,sabena eight three six is identified ,0,,2.54050000,051_0248,5361.86190625
sm2,sm2_07,sm2_07_075,sm2,7,75,@indialook climb now flight level three five zero ,0,,3.60609375,051_0249,5369.4286875
sm2,sm2_07,sm2_07_076,sm2,7,76,lufthansa four thousand seven hundred contact zurich one three four decimal six ,0,,4.76484375,051_0250,5382.78084375
sm2,sm2_07,sm2_07_077,sm2,7,77,~k ~l ~m three four six turn left to november tango mike ,0,,3.33478125,051_0251,5391.851125
sm2,sm2_07,sm2_07_078,sm2,7,78,bee med one is identified good morning ,0,,3.51637500,051_0252,5401.95965625
sm2,sm2_07,sm2_07_079,sm2,7,79,lufthansa four two zero seven contact rhein one three two decimal four ,0,,3.80281250,051_0253,5411.283375
sm2,sm2_07,sm2_07_080,sm2,7,80,lufthansa three five five zero climb now flight level two nine zero ,0,,4.68509375,051_0254,5418.01634375
sm2,sm2_07,sm2_07_081,sm2,7,81,lufthansa three five five zero i say again climb to flight level two nine zero ,0,,4.25496875,051_0255,5427.11628125
sm2,sm2_07,sm2_07_082,sm2,7,82,~k ~l ~m three four six contact rhein one two seven decimal three seven ,0,,3.82490625,051_0256,5435.59828125
sm2,sm2_07,sm2_07_083,sm2,7,83,lufthansa five five zero four is identified ,0,,2.84665625,051_0257,5446.6998125
sm2,sm2_07,sm2_07_084,sm2,7,84,hotel bravo india tango romeo is identified proceed direct to november tango mike ,0,,5.14584375,051_0258,5454.03640625
sm2,sm2_07,sm2_07_085,sm2,7,85,saudia one zero six contact rhein radar one three two decimal four ,0,,4.71150000,051_0259,5466.8679375
sm2,sm2_07,sm2_07_086,sm2,7,86,alitalia six four seven four contact rhein radar one two seven decimal three seven ,0,,4.13875000,051_0260,5505.20346875
sm2,sm2_07,sm2_07_087,sm2,7,87,golf juliett india turn right to trasadingen ,0,,2.37090625,051_0261,5512.6271875
sm2,sm2_07,sm2_07_088,sm2,7,88,lufthansa four two zero nine turn left to dinkelsbuhl delta kilo bravo ,0,,5.94084375,051_0262,5523.45146875
sm2,sm2_07,sm2_07_089,sm2,7,89,[EMPTY] ,0,,0.42571875,051_0263,5541.697625
sm2,sm2_07,sm2_07_090,sm2,7,90,lufthansa five five zero four report your heading ,0,,3.47846875,051_0264,5552.29684375
sm2,sm2_07,sm2_07_091,sm2,7,91,five five zero four for separation turn right heading one nine five ,0,,5.19018750,051_0265,5559.293625
sm2,sm2_07,sm2_07_092,sm2,7,92,@indialook contact zurich one three three decimal four ,0,,3.29234375,051_0266,5580.2256875
sm2,sm2_07,sm2_07_093,sm2,7,93,alitalia one five zero good afternoon identified ,0,,3.35715625,051_0267,5625.58334375
sm2,sm2_07,sm2_07_094,sm2,7,94,hotel tango romeo contact rhein radar one two seven decimal three seven ,0,,3.78353125,051_0268,5636.479875
sm2,sm2_07,sm2_07_095,sm2,7,95,good afternoon belgian airforce forty four non ~r ~v ~s ~m identified maintain your heading ,0,,5.56750000,051_0269,5654.36496875
sm2,sm2_07,sm2_07_096,sm2,7,96,delta india mike mike echo is identified to climb to flight level two nine zero ,0,,5.93190625,051_0270,5673.61253125
sm2,sm2_07,sm2_07_097,sm2,7,97,lufthansa four two zero nine descend flight level three seven zero ,0,,3.73246875,051_0271,5688.084875
sm2,sm2_07,sm2_07_098,sm2,7,98,golf juliett india contact zurich one three three decimal four ,0,,3.47353125,051_0272,5700.54884375
sm2,sm2_07,sm2_07_099,sm2,7,99,sabena eight three six proceed to gotil ,0,,3.26053125,051_0273,5707.294875
sm2,sm2_07,sm2_07_100,sm2,7,100,adria one six two seven is identified ,0,,2.59821875,051_0274,5745.2053125
sm2,sm2_07,sm2_07_101,sm2,7,101,cross air eight five eight is identified ,0,,3.41665625,051_0275,5761.39715625
sm2,sm2_07,sm2_07_102,sm2,7,102,cross air eight five eight continue climb to flight level three two zero ,0,,5.13381250,051_0276,5781.84428125
sm2,sm2_07,sm2_07_103,sm2,7,103,lufthansa four two zero nine descend now flight level three four zero ,0,,4.95968750,051_0277,5790.332125
sm2,sm2_07,sm2_07_104,sm2,7,104,@aerovic one zero six one is identified non ~r ~v ~s ~m ,0,,4.05128125,051_0278,5803.31728125
sm2,sm2_07,sm2_07_105,sm2,7,105,merair six nine five two is identified proceed to trasadingen climb to flight level two five zero ,0,,4.99581250,051_0279,5813.84984375
sm2,sm2_07,sm2_07_106,sm2,7,106,[EMPTY] ,0,,0.49378125,051_0280,5824.29496875
sm2,sm2_07,sm2_07_107,sm2,7,107,tarom three seven four is identified maintain the heading one three zero ,0,,3.54109375,051_0281,5829.033875
sm2,sm2_07,sm2_07_108,sm2,7,108,lufthansa four two zero nine continue descent to flight level three one zero ,0,,3.37696875,051_0282,5834.85684375
sm2,sm2_07,sm2_07_109,sm2,7,109,belgian airforce four four turn left heading three one zero ,0,,3.32734375,051_0283,5842.52475
sm2,sm2_07,sm2_07_110,sm2,7,110,lufthansa three five five zero contact zurich one three four decimal six ,0,,3.58650000,051_0284,5848.02490625
sm2,sm2_07,sm2_07_111,sm2,7,111,bee med one contact rhein radar one three two decimal four ,0,,2.95690625,051_0285,5854.095125
sm2,sm2_07,sm2_07_112,sm2,7,112,sabena eight three six contact rhein one two seven decimal three seven ,0,,3.11209375,051_0286,5859.78715625
sm2,sm2_07,sm2_07_113,sm2,7,113,[EMPTY] ,0,,0.20256250,051_0287,5867.1373125
